Version,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艦船ID,図鑑番号,艦名,読み,艦種,改装Lv,改装後,耐久,装甲,火力,雷撃,対空,運,速力,射程,スロット数,搭載数,建造時間,解体資源,近代化改修,レア,ドロップ文章,改装弾薬,改装鋼材,搭載燃料,搭載弾薬,ボイス,回避,対潜,索敵,初期装備,制空値,加重対空値
415,215,野分,のわき,2,35,329,"[16,34]","[6,19]","[10,29]","[24,69]","[12,44]","[14,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",5,陽炎型駆逐艦、野分。参上しました。<br>さあ、司令。いきましょう。,110,140,15,20,1,"[44,79]","[24,49]","[8,19]","[2,14,-1,-1,-1]",0,6
416,216,古鷹改二,ふるたか,5,0,0,"[53,65]","[34,72]","[39,77]","[24,75]","[22,64]","[14,64]",10,2,4,"[2,2,2,2,0]",60,"[3,7,16,1]","[2,1,1,2]",6,古鷹と言います。<br>重巡洋艦のいいところ、たくさん知ってもらえると嬉しいです。,0,0,35,65,1,"[39,77]","[0,0]","[13,54]","[90,90,74,-1,-1]",0,9
417,217,加古改二,かこ,5,0,0,"[52,64]","[33,72]","[40,78]","[25,77]","[24,65]","[12,62]",10,2,4,"[2,2,2,2,0]",60,"[3,7,16,1]","[2,1,1,2]",6,古鷹型重巡の2番艦、加古ってんだ、よっろしくぅー！,0,0,35,65,1,"[38,76]","[0,0]","[14,55]","[90,90,74,39,-1]",0,39
418,218,皐月改二,さつき,2,0,0,"[28,44]","[12,45]","[8,42]","[27,78]","[40,82]","[20,79]",10,1,3,"[0,0,0,0,0]",18,"[1,2,7,0]","[1,2,2,0]",6,皐月だよっ。<br>よろしくな！,0,0,15,15,1,null,null,null,"[131,125,106,-1,-1]",0,78
419,219,初霜改二,はつしも,2,0,0,"[31,52]","[14,51]","[12,52]","[28,84]","[35,81]","[53,100]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[2,2,1,1]",6,初春型四番艦、初霜です。<br>皆さん、よろしくお願いします！,0,0,15,20,1,"[64,94]","[28,69]","[11,48]","[91,106,120,-1,-1]",0,51
420,220,叢雲改二,むらくも,2,0,0,"[31,49]","[14,50]","[14,57]","[32,89]","[27,74]","[15,57]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,2,1,1]",6,あんたが司令官ね。<br>ま、せいぜい頑張りなさい！,0,0,15,20,3,"[50,90]","[28,69]","[10,42]","[91,91,125,-1,-1]",0,50
421,221,秋月,あきづき,2,40,330,"[20,40]","[9,27]","[16,48]","[16,48]","[70,104]","[10,59]",10,1,3,"[0,0,0,0,0]",30,"[1,2,13,1]","[0,1,3,1]",6,秋月型防空駆逐艦、一番艦、秋月。<br>ここに推参致しました。お任せください！,170,270,20,25,1,"[47,84]","[27,63]","[9,29]","[122,15,39,-1,-1]",0,86
422,222,照月,てるづき,2,40,346,"[20,40]","[9,26]","[16,49]","[16,49]","[70,103]","[9,49]",10,1,3,"[0,0,0,0,0]",30,"[1,2,13,1]","[0,1,3,1]",6,秋月型防空駆逐艦、二番艦の照月よ。<br>秋月姉さん同様、どうぞよろしくお願いします。,170,270,20,25,1,null,null,null,"[122,15,39,-1,-1]",0,86
423,223,初月,はつづき,2,40,357,"[20,40]","[9,28]","[18,50]","[15,47]","[70,101]","[7,47]",10,1,3,"[0,0,0,0,0]",30,"[1,2,13,1]","[0,1,3,1]",6,秋月型駆逐艦、その四番艦、初月だ。<br>お前が提督か。いいだろう。僕が行こう。,170,270,20,25,1,null,null,null,"[122,15,40,-1,-1]",0,92
424,224,高波,たかなみ,2,30,345,"[16,34]","[6,19]","[10,30]","[24,69]","[9,39]","[8,44]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,夕雲型駆逐艦、六番艦の高波です。<br>あ、あの…頑張ります！ホントかもです！,110,130,15,20,1,"[47,80]","[27,52]","[9,24]","[2,39,-1,-1,-1]",0,36
425,225,朝霜,あさしも,2,45,344,"[16,34]","[6,19]","[10,29]","[24,68]","[9,44]","[16,59]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,よお！　あたいは、夕雲型駆逐艦、十六番艦の朝霜さ。<br>覚えといてよ。忘れんなよ……なあ！,150,170,15,20,1,"[47,80]","[35,64]","[6,19]","[2,46,-1,-1,-1]",0,6
426,226,吹雪改二,ふぶき,2,0,0,"[31,49]","[14,50]","[15,59]","[30,88]","[35,78]","[17,77]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[2,2,1,1]",6,はじめまして吹雪です。<br>よろしくお願い致します。,0,0,15,20,3,"[49,92]","[26,68]","[14,54]","[125,121,106,-1,-1]",0,35
427,227,鳥海改二,ちょうかい,5,0,0,"[57,72]","[46,78]","[55,85]","[35,86]","[24,70]","[19,68]",10,2,4,"[3,3,3,3,0]",85,"[4,7,21,3]","[4,1,2,2]",6,私が鳥海です。よろしくです。,0,0,45,80,1,"[41,80]","[0,0]","[22,62]","[90,129,74,88,-1]",0,9
428,228,摩耶改二,まや,5,0,0,"[57,71]","[48,78]","[42,77]","[34,84]","[72,106]","[14,64]",10,2,4,"[3,3,3,3,0]",85,"[4,6,21,4]","[2,1,5,2]",6,よ！アタシ、摩耶ってんだ、よろしくな。,0,0,45,80,1,"[42,81]","[0,0]","[16,55]","[90,131,121,10,-1]",0,98
429,229,天城改,あまぎ,11,0,0,"[60,84]","[35,76]","[0,45]","[0,0]","[33,79]","[17,69]",10,1,4,"[18,21,27,3,0]",210,"[7,13,30,10]","[0,0,4,3]",7,雲龍型航空母艦、天城です。<br>提督、天城、今なら十分活躍できます！,0,0,50,55,3,"[36,73]","[0,0]","[46,80]","[109,111,112,51,-1]",38,59
430,230,葛城改,かつらぎ,11,0,0,"[60,84]","[36,78]","[0,45]","[0,0]","[32,78]","[30,79]",10,1,4,"[18,21,27,3,0]",210,"[7,13,30,10]","[0,0,4,3]",7,雲龍型航空母艦、三番艦、葛城よ！<br>え？　水上防空砲台ですって？<br>ち、違うわよ！　提督、何いってんの！,0,0,50,55,3,"[37,75]","[0,0]","[44,78]","[109,113,39,51,-1]",38,89
431,231,U-511,ゆー511・ろ500,13,35,334,"[8,16]","[4,16]","[2,8]","[22,58]","[0,0]","[30,63]",5,1,1,"[0,0,0,0,0]",22,"[1,2,2,1]","[0,2,0,0]",5,ドイツ海軍所属、潜水艦U-511です。<br>ユーとお呼びください。<br>少し遠出してきました。よろしくお願い致します……。,170,270,10,20,1,"[18,44]","[0,0]","[8,28]","[126,-1,-1,-1,-1]",0,0
432,232,Graf Zeppelin,グラーフ・ツェッペリン,11,50,353,"[70,89]","[29,57]","[10,40]","[0,0]","[40,70]","[4,39]",10,2,3,"[20,13,10,0,0]",270,"[8,15,32,7]","[2,0,3,4]",7,Guten Morgen!　私が航空母艦、Graf Zeppelin だ。<br>貴方がこの艦隊を預かる提督なのだな。そうか……了解だ。,1300,900,55,65,1,null,null,null,"[158,160,-1,-1,-1]",35,36
433,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
434,234,睦月改二,むつき,2,0,0,"[27,43]","[12,43]","[10,45]","[28,79]","[16,56]","[14,64]",10,1,3,"[0,0,0,0,0]",18,"[1,2,7,0]","[1,2,1,0]",6,睦月です。<br>はりきって、まいりましょー！,0,0,15,15,1,"[51,90]","[28,69]","[9,43]","[91,125,34,-1,-1]",0,28
435,235,如月改二,きさらぎ,2,0,0,"[27,43]","[12,43]","[10,46]","[28,80]","[18,57]","[13,60]",10,1,3,"[0,0,0,0,0]",18,"[1,2,7,0]","[1,2,1,0]",6,如月と申します。<br>おそばに置いてくださいね。,0,0,15,15,1,"[50,91]","[27,69]","[10,44]","[91,125,34,-1,-1]",0,28
436,236,呂500,ゆー511・ろ500,13,0,0,"[13,19]","[7,21]","[4,13]","[30,69]","[0,0]","[44,77]",5,1,2,"[0,0,0,0,0]",22,"[1,2,2,1]","[1,2,0,0]",7,UボートU-511改め、呂号第500潜水艦です。<br>ユーちゃん改め、ローちゃんです。<br>テイトク、よろしくお願いしまーす！,0,0,10,20,3,"[24,68]","[0,0]","[12,34]","[127,-1,-1,-1,-1]",0,0
437,237,暁改二,あかつき,2,0,0,"[31,50]","[14,50]","[14,62]","[32,90]","[19,59]","[15,67]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,2,1,1]",6,暁よ。<br>一人前のレディーとして扱ってよね！,0,0,15,20,3,"[46,89]","[28,66]","[17,60]","[91,74,125,-1,-1]",0,28
438,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
439,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
440,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
441,241,Littorio,リットリオ・イタリア,8,35,446,"[88,94]","[72,86]","[78,97]","[0,0]","[40,72]","[20,69]",10,4,4,"[3,3,3,3,0]",300,"[10,18,37,6]","[3,0,1,3]",6,ヴィットリオ・ヴェネト級戦艦２番艦、リットリオです。<br>火力と速度には自信があるの。よろしくお願いしますね。,900,1500,130,150,1,"[28,54]","[0,0]","[15,44]","[133,134,136,-1,-1]",0,12
442,242,Roma,ローマ,8,35,447,"[88,94]","[71,85]","[79,98]","[0,0]","[44,74]","[6,39]",10,4,4,"[3,3,3,3,0]",300,"[10,18,37,6]","[3,0,1,3]",6,ヴィットリオ・ヴェネト級戦艦４番艦、ローマです、よろしく。<br>何？あまりジロジロ見ないでくださいね。,900,1500,130,150,1,"[27,52]","[0,0]","[17,46]","[133,134,136,-1,-1]",0,13
443,243,Libeccio,リベッチオ,2,30,347,"[15,30]","[7,18]","[9,27]","[22,58]","[11,41]","[12,59]",10,1,2,"[0,0,0,0,0]",23,"[1,1,6,0]","[1,1,0,0]",6,ブォンジョールノ！<br>マエストラーレ級駆逐艦、リベッチオです。<br>リベでいいよ。提督さん、よろしくね！,100,170,15,20,1,null,null,null,"[147,-1,-1,-1,-1]",0,6
444,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
445,245,秋津洲,あきつしま,16,35,450,"[32,44]","[9,25]","[6,18]","[0,0]","[12,36]","[12,59]",5,1,2,"[1,1,0,0,0]",70,"[3,1,7,4]","[0,0,1,1]",7,水上機母艦、秋津洲よ！<br>この大艇ちゃんと一緒に覚えてよね！,350,700,50,10,1,"[32,57]","[0,0]","[22,42]","[10,39,-1,-1,-1]",0,52
446,246,Italia,リットリオ・イタリア,8,0,0,"[92,98]","[77,92]","[81,102]","[0,0]","[44,90]","[30,79]",10,4,4,"[3,3,3,3,0]",300,"[18,28,39,7]","[5,0,2,3]",7,ヴィットリオ・ヴェネト級戦艦二番艦、リットリオ改め、イタリアです。<br>よろしくお願いしますね。,0,0,140,170,7,"[35,76]","[0,0]","[17,52]","[137,134,135,-1,-1]",0,45
447,247,Roma改,ローマ,8,0,0,"[92,98]","[76,90]","[82,105]","[0,0]","[46,94]","[8,57]",10,4,4,"[3,3,3,3,0]",300,"[18,28,39,7]","[5,0,2,3]",7,ヴィットリオ・ヴェネト級戦艦４番艦、ローマです、よろしく。<br>何？あまりジロジロ見ないでくださいね。,0,0,140,170,3,"[32,71]","[0,0]","[17,52]","[137,134,135,-1,-1]",0,45
448,248,Zara,ザラ,5,40,358,"[42,55]","[36,54]","[36,58]","[0,28]","[18,62]","[10,48]",10,3,3,"[2,2,2,0,0]",70,"[2,2,11,2]","[3,0,0,2]",6,Buon Giornov！ ザラ級重巡、一番艦ザラです！<br>粘り強さが信条です。提督、よろしくね！,280,420,45,60,1,null,null,null,"[162,-1,-1,-1,-1]",0,8
449,0,なし,なし,2,0,0,"[0,0]","[0,0]","[0,0]","[0,0]","[0,0]","[0,0]",0,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,null,null,null,null,0,0
450,250,秋津洲改,あきつしま,16,0,0,"[36,48]","[13,42]","[8,28]","[0,0]","[16,44]","[14,72]",5,1,3,"[1,1,1,0,0]",70,"[3,1,7,6]","[0,0,2,1]",8,水上機母艦、秋津洲よ！<br>この大艇ちゃんと一緒に覚えてよね！,0,0,60,15,3,"[35,64]","[0,0]","[24,54]","[138,40,-1,-1,-1]",0,44
451,251,瑞穂,みずほ,16,40,348,"[41,59]","[19,42]","[12,36]","[0,32]","[16,32]","[8,39]",5,1,2,"[12,12,0,0,0]",140,"[3,2,12,5]","[1,0,1,2]",5,提督、お疲れさまです。<br>水上機母艦、瑞穂、推参致しました。<br>どうぞよろしくお願い申し上げます。,160,220,35,35,1,null,null,null,"[10,59,-1,-1,-1]",0,24
452,252,沖波,おきなみ,2,30,359,"[16,34]","[6,19]","[10,30]","[24,69]","[9,38]","[10,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",4,夕雲型駆逐艦十四番艦の……沖波です。<br>えっと…はい、頑張ります。よろしくお願い致します！,110,130,15,20,1,null,null,null,"[2,39,-1,-1,-1]",0,36
453,253,風雲,かざぐも,2,30,349,"[16,34]","[6,19]","[10,30]","[25,70]","[10,40]","[13,54]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",3,夕雲型駆逐艦、三番艦の風雲よ。<br>そっか、貴方が提督なんだ。了解です。<br>ご命令、どうぞ！,120,140,15,20,1,null,null,null,"[2,39,-1,-1,-1]",0,36
454,254,嵐,あらし,2,35,354,"[16,34]","[6,19]","[10,29]","[24,69]","[9,39]","[11,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",5,や！　陽炎型駆逐艦、十六番艦、嵐だ！<br>司令、よろしくな！　逢えて嬉しいぜ！,110,140,15,20,1,null,null,null,"[2,44,-1,-1,-1]",0,6
455,255,萩風,はぎかぜ,2,35,355,"[16,34]","[6,19]","[11,30]","[24,69]","[9,39]","[11,49]",10,1,2,"[0,0,0,0,0]",24,"[1,1,6,0]","[0,1,0,1]",5,陽炎型駆逐艦、十七番艦、萩風。参りました。<br>司令、ご指示をお願いします。,110,140,15,20,1,null,null,null,"[2,39,-1,-1,-1]",0,36
458,258,海風,うみかぜ,2,30,350,"[16,32]","[6,19]","[10,29]","[24,69]","[10,40]","[10,49]",10,1,2,"[0,0,0,0,0]",22,"[1,1,5,0]","[0,1,0,0]",4,白露型駆逐艦七番艦、<br>そして改白露型一番艦となる、海風です。<br>提督、どうぞよろしくお願いします！,100,150,15,20,1,null,null,null,"[2,-1,-1,-1,-1]",0,6
459,259,江風,かわかぜ,2,30,351,"[16,32]","[6,19]","[10,29]","[25,70]","[9,39]","[10,49]",10,1,2,"[0,0,0,0,0]",22,"[1,1,5,0]","[0,1,0,0]",4,白露型駆逐艦九番艦、<br>改白露型の江風だよ。よろしくな！<br>あ、読み方、間違えンなよ。,100,150,15,20,1,null,null,null,"[2,-1,-1,-1,-1]",0,6
460,260,速吸,はやすい,22,25,352,"[43,50]","[3,15]","[4,22]","[0,0]","[10,32]","[7,39]",5,1,2,"[6,1,0,0,0]",220,"[6,0,20,1]","[0,0,1,1]",6,おはようございます！<br>航空機搭載給油艦、速吸です！<br>皆さんのサポート、頑張ります！,270,200,100,15,1,null,null,null,"[26,146,-1,-1,-1]",4,6
461,261,翔鶴改二,しょうかく,11,88,466,"[77,93]","[43,77]","[0,63]","[0,0]","[48,88]","[20,97]",10,2,4,"[27,27,27,12,0]",360,"[12,16,38,17]","[0,0,5,5]",8,翔鶴型航空母艦１番艦、翔鶴です。<br>一航戦、二航戦の先輩方に、少しでも近づけるように<br>瑞鶴と一緒に頑張ります！,5700,1700,90,85,3,null,null,null,"[-1,-1,-1,-1,-1]",0,13
462,262,瑞鶴改二,ずいかく,11,90,467,"[78,93]","[44,78]","[0,56]","[0,0]","[54,90]","[50,99]",10,2,4,"[28,26,26,13,0]",360,"[12,16,38,17]","[0,0,5,5]",8,翔鶴型航空母艦２番艦、妹の瑞鶴です。<br>幸運の空母ですって？そうじゃないの、一生懸命やってるだけ…よ。艦載機がある限り、負けないわ！,5750,1700,90,85,3,null,null,null,"[-1,-1,-1,-1,-1]",0,14
464,264,霞改二,かすみ,2,88,470,"[31,53]","[14,50]","[16,63]","[33,92]","[24,72]","[37,97]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[2,2,1,1]",6,霞よ。<br>ガンガンいくわよ。ついてらっしゃい。,300,390,15,20,1,null,null,null,"[-1,-1,-1,-1,-1]",0,9
465,265,鹿島,かしま,21,35,356,"[36,48]","[9,27]","[13,27]","[11,24]","[15,46]","[20,69]",5,2,3,"[1,1,1,0,0]",70,"[3,1,10,0]","[0,1,0,1]",3,提督さん、お疲れさまです。<br>練習巡洋艦、鹿島、着任です。うふふ。,400,120,30,15,1,null,null,null,"[119,10,44,-1,-1]",0,23
466,266,翔鶴改二甲,しょうかく,18,88,461,"[78,94]","[49,83]","[0,70]","[0,0]","[48,88]","[20,97]",10,2,4,"[34,21,12,9,0]",360,"[12,16,40,16]","[0,0,5,6]",8,翔鶴型航空母艦１番艦、翔鶴です。<br>一航戦、二航戦の先輩方に、少しでも近づけるように<br>瑞鶴と一緒に頑張ります！,4500,1200,100,85,3,null,null,null,"[-1,-1,-1,-1,-1]",0,13
467,267,瑞鶴改二甲,ずいかく,18,90,462,"[79,94]","[49,84]","[0,65]","[0,0]","[54,90]","[50,99]",10,2,4,"[34,24,12,6,0]",360,"[12,16,40,16]","[0,0,5,6]",8,翔鶴型航空母艦２番艦、妹の瑞鶴です。<br>幸運の空母ですって？そうじゃないの、一生懸命やってるだけ…よ。艦載機がある限り、負けないわ！,4550,1200,100,85,3,null,null,null,"[-1,-1,-1,-1,-1]",0,14
469,269,江風改二,かわかぜ,2,0,0,"[31,54]","[14,51]","[16,62]","[38,96]","[18,64]","[19,75]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[2,2,1,1]",6,白露型駆逐艦九番艦、<br>改白露型の江風だよ。よろしくな！<br>あ、読み方、間違えンなよ。,0,0,15,20,3,null,null,null,"[63,15,101,-1,-1]",0,8
470,270,霞改二乙,かすみ,2,88,464,"[31,53]","[15,52]","[12,59]","[30,83]","[32,80]","[37,97]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,2,2,1]",7,霞よ。<br>ガンガンいくわよ。ついてらっしゃい。,390,300,15,20,1,null,null,null,"[-1,-1,-1,-1,-1]",0,11
501,0,駆逐イ級,-,2,0,0,"[20,20]","[5,5]","[5,5]","[15,15]","[6,6]","[1,1]",10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[14,14]","[25,25]","[3,3]","[501,-1,-1,-1,-1]",0,4
502,0,駆逐ロ級,-,2,0,0,"[22,22]","[6,6]","[7,7]","[16,16]","[7,7]","[1,1]",10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[15,15]","[25,25]","[3,3]","[502,-1,-1,-1,-1]",0,5
503,0,駆逐ハ級,-,2,0,0,"[24,24]","[7,7]","[6,6]","[16,16]","[6,6]","[1,1]",10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[16,16]","[30,30]","[4,4]","[502,513,-1,-1,-1]",0,4
504,0,駆逐ニ級,-,2,0,0,"[28,28]","[9,9]","[8,8]","[24,24]","[8,8]","[5,5]",10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[18,18]","[35,35]","[4,4]","[502,513,-1,-1,-1]",0,5
505,0,軽巡ホ級,-,3,0,0,"[33,33]","[15,15]","[14,14]","[24,24]","[10,10]","[1,1]",10,0,2,"[1,1,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[15,15]","[30,30]","[6,6]","[504,525,-1,-1,-1]",0,6
506,0,軽巡ヘ級,-,3,0,0,"[36,36]","[18,18]","[16,16]","[28,28]","[12,12]","[1,1]",10,0,2,"[1,1,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[15,15]","[40,40]","[6,6]","[506,525,-1,-1,-1]",0,6
507,0,軽巡ト級,-,3,0,0,"[39,39]","[20,20]","[24,24]","[28,28]","[12,12]","[5,5]",10,0,3,"[2,2,2,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[15,15]","[50,50]","[6,6]","[506,513,525,-1,-1]",0,6
508,0,雷巡チ級,-,4,0,0,"[48,48]","[22,22]","[18,18]","[48,48]","[10,10]","[5,5]",10,0,3,"[2,2,2,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[18,18]","[30,30]","[4,4]","[504,513,513,-1,-1]",0,6
509,0,重巡リ級,-,5,0,0,"[58,58]","[28,28]","[32,32]","[32,32]","[16,16]","[1,1]",10,0,3,"[3,3,3,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[12,12]","[0,0]","[10,10]","[505,513,525,-1,-1]",0,8
510,0,軽母ヌ級,-,7,0,0,"[65,65]","[25,25]","[0,0]","[0,0]","[15,15]","[1,1]",5,0,3,"[18,18,18,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[3,3]","[0,0]","[30,30]","[519,523,516,-1,-1]",8,7
511,0,戦艦ル級,-,9,0,0,"[90,90]","[70,70]","[65,65]","[0,0]","[70,70]","[5,5]",5,0,3,"[3,3,3,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[3,3]","[0,0]","[20,20]","[509,512,525,-1,-1]",0,16
512,0,空母ヲ級,-,11,0,0,"[85,85]","[40,40]","[0,0]","[0,0]","[30,30]","[1,1]",10,0,3,"[27,27,27,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[3,3]","[0,0]","[40,40]","[519,523,516,-1,-1]",10,10
513,0,輸送ワ級,-,15,0,0,"[70,70]","[10,10]","[0,0]","[0,0]","[0,0]","[1,1]",5,0,0,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[1,1]","[0,0]","[0,0]","[-1,-1,-1,-1,-1]",0,0
514,0,駆逐イ級,elite,2,0,0,"[30,30]","[12,12]","[15,15]","[32,32]","[10,10]","[10,10]",10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[30,30]","[35,35]","[6,6]","[501,514,-1,-1,-1]",0,6
515,0,駆逐ロ級,elite,2,0,0,"[35,35]","[14,14]","[20,20]","[32,32]","[12,12]","[10,10]",10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[30,30]","[35,35]","[6,6]","[502,514,-1,-1,-1]",0,6
516,0,駆逐ハ級,elite,2,0,0,"[40,40]","[16,16]","[15,15]","[32,32]","[14,14]","[10,10]",10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[35,35]","[40,40]","[7,7]","[502,515,-1,-1,-1]",0,7
517,0,駆逐ニ級,elite,2,0,0,"[45,45]","[18,18]","[20,20]","[40,40]","[18,18]","[10,10]",10,0,2,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[40,40]","[45,45]","[7,7]","[502,515,-1,-1,-1]",0,8
518,0,軽巡ホ級,elite,3,0,0,"[48,48]","[30,30]","[30,30]","[40,40]","[20,20]","[10,10]",10,0,2,"[1,1,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[24,24]","[40,40]","[6,6]","[504,525,-1,-1,-1]",0,8
519,0,軽巡ヘ級,elite,3,0,0,"[52,52]","[32,32]","[34,34]","[48,48]","[23,23]","[10,10]",10,0,2,"[1,1,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[26,26]","[45,45]","[6,6]","[506,525,-1,-1,-1]",0,9
520,0,軽巡ト級,elite,3,0,0,"[55,55]","[36,36]","[36,36]","[48,48]","[24,24]","[10,10]",10,0,3,"[2,2,2,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[28,28]","[50,50]","[6,6]","[506,513,525,-1,-1]",0,9
521,0,雷巡チ級,elite,4,0,0,"[50,50]","[34,34]","[35,35]","[72,72]","[20,20]","[10,10]",10,0,3,"[2,2,2,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[30,30]","[40,40]","[10,10]","[506,514,514,-1,-1]",0,8
522,0,重巡リ級,elite,5,0,0,"[60,60]","[60,60]","[58,58]","[42,42]","[30,30]","[10,10]",10,0,4,"[3,3,3,3,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[20,20]","[0,0]","[15,15]","[505,506,525,525,-1]",0,10
523,0,軽母ヌ級,elite,7,0,0,"[70,70]","[35,35]","[0,0]","[0,0]","[15,15]","[10,10]",5,0,3,"[24,24,24,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[10,10]","[0,0]","[30,30]","[520,523,516,-1,-1]",24,7
524,0,戦艦ル級,elite,9,0,0,"[90,90]","[85,85]","[85,85]","[0,0]","[70,70]","[10,10]",5,0,4,"[3,3,3,3,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[16,16]","[0,0]","[20,20]","[509,509,512,528,-1]",0,16
525,0,空母ヲ級,elite,11,0,0,"[88,88]","[55,55]","[0,0]","[0,0]","[40,40]","[10,10]",10,0,3,"[30,30,30,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[12,12]","[0,0]","[50,50]","[520,517,524,-1,-1]",27,12
526,0,輸送ワ級,elite,15,0,0,"[80,80]","[35,35]","[15,15]","[0,0]","[0,0]","[10,10]",5,0,3,"[0,0,0,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[6,6]","[0,0]","[0,0]","[501,503,503,-1,-1]",0,8
527,0,重巡リ級,flagship,5,0,0,"[76,76]","[70,70]","[68,68]","[48,48]","[40,40]","[20,20]",10,0,4,"[4,4,4,4,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[50,50]","[0,0]","[20,20]","[505,506,515,525,-1]",0,12
528,0,空母ヲ級,flagship,11,0,0,"[96,96]","[80,80]","[25,25]","[0,0]","[50,50]","[20,20]",10,0,3,"[32,32,32,0,0]",0,"[0,0,0,0]","[0,0,0,0]",0,,0,0,0,0,0,"[45,45]","[0,0]","[50,50]","[520,517,524,-1,-1]",28,14
